raiting,name,data,epis,isreal,reit,score,leng,studio,Avant-garde,Gourmet,Drama,Comedy,Slice of Life,Adventure,Romance,Supernatural,Sports,Mystery,Thriller,Horror,Science Fiction,Fantasy,Action,Ecchi,Erotica,Hentai,Shounen,Shoujo,Seinen,Josei,Kids
6558,Божественный посланник Тёмного мира,2020,22,True,PG-13,6.19,23,Shi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6559,"Вперёд, Анпанман! Когда раскрывается цветок мужества",1999,1,True,PG,6.19,56,Shinsha,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6560,Новая эпоха сожительства: Гавайский бриз,1992,1,True,PG-13,6.19,41,Animaruya,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6561,Молодая императорская гвардия,2017,13,True,PG-13,6.19,18,Pictures,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6562,Основной смысл,2020,13,True,PG-13,6.13,19,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6563,Странности+ 2,2014,12,True,PG-13,6.19,3,Seven,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6564,Идолмастер: Жить для тебя!,2008,1,True,PG-13,6.19,17,Actas,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6565,Гаргантия на просторах зелёной планеты: Рекап,2014,1,True,PG-13,6.19,5,I.G,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6566,Я единственный бог,2021,50,True,PG-13,6.13,9,Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6567,"Бэм, человек-демон",1968,26,True,PG-13,6.19,25,Douga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6568,Паттен Рай,2009,1,True,G,6.19,90,Mushi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6569,Танец с демонами,2015,12,True,R-17,6.19,23,Base,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6570,Тайные записки детективной команды «KZ»,2015,16,True,PG,6.19,9,Signal.MD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6571,Пламенная бригада пожарных: Мини-аниме,2021,30,True,PG-13,6.13,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6572,Дикий адаптер,2014,2,True,R-17,6.19,28,Anpro,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6573,В далёкие времена: Невероятная история о гортензии,2002,2,True,PG-13,6.19,30,Zexcs,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6574,Завтрашний Джо: Пилотные эпизоды,1969,2,True,PG-13,6.19,10,Mushi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6575,"Кикерс, вперёд! Наша легенда",1987,1,True,G,6.19,87,Pierrot,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6576,Пандора и Акуби,2019,2,True,G,6.13,27,Record,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6577,Пламенный лабиринт,2000,2,True,R+,6.19,32,Fantasia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6578,,1983,19,True,,6.19,25,Toei,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6579,Экс-Драйвер. Фильм — Спецвыпуски,2002,3,True,PG-13,6.19,3,Visual,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6580,Инфинити Надо 2,2013,40,True,PG,6.19,24,Alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6581,21 Эмон,1992,1,True,G,6.18,40,Shin-Ei,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6582,В далёкие времена: Невероятная история о гортензии,2002,2,True,PG-13,6.19,30,Zexcs,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6583,Завтрашний Джо: Пилотные эпизоды,1969,2,True,PG-13,6.19,10,Mushi,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6584,"Кикерс, вперёд! Наша легенда",1987,1,True,G,6.19,87,Pierrot,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6585,Лес Элдрейна: Двойная судьба,2023,1,True,PG-13,6.19,3,Qzil.la,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6586,Пандора и Акуби,2019,2,True,G,6.13,27,Record,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6587,Пламенный лабиринт,2000,2,True,R+,6.19,32,Fantasia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6588,,1983,19,True,,6.19,25,Toei,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6589,21 Эмон,1992,1,True,G,6.18,40,Shin-Ei,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6590,Щелкунчик Китаро: Гигантский кайдзю,1996,1,True,G,6.19,50,Toei,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
6591,Мисс Критические Дни,1999,16,True,R+,6.19,3,TAC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6592,Суперкнига,1981,26,True,G,6.18,24,Tatsunoko,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6593,Ями Шибаи: Японские рассказы о привидениях 10,2022,13,True,PG-13,6.18,4,ILCA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6594,Первый поезд Хиросимы,1993,1,True,G,6.19,31,Madhouse,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6595,Магическая академия Атараксия: Гибрид x Сердце,2016,12,True,R+,6.11,23,IMS,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
6596,Влюблённый астероид: Рекап,2020,1,True,PG-13,6.13,23,Kobo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6597,Восьмой: Спустя годы,1993,4,True,R-17,6.18,28,J.C.Staff,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6598,Мир в суперпесочнице,2017,20,True,PG-13,6.12,13,Asahi,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6599,Кариагэ,1989,59,True,,6.18,23,Toei,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6600,Свет драгоценных зверушек: Фильм,2012,1,True,PG,6.18,75,Comet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6601,Жизнь Конфуция,1995,1,True,R-17,6.18,90,NHK,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6602,Кукла Мэлис,2001,3,True,R-17,6.18,26,Soeishinsha,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6603,Гайвер: Неконтролируемый,1986,1,True,R+,6.18,54,Film,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
6604,Токийская хрюшка,1988,1,True,PG,6.18,74,Oh!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6605,Рождество кошки Комы: Потерянный подарок,2009,1,True,G,6.18,19,dwarf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6606,,2024,1,True,PG-13,6.18,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,"Не издевайся, Нагаторо: Вторая атака — Мини-аниме",2023,12,True,PG-13,6.18,1,ARIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6608,Клинок Маню,2011,12,True,R+,6.18,24,Hoods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
6609,Мобильный воин Гандам-сан,2014,13,True,PG-13,6.18,2,Sunrise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6610,Норамими,2008,12,True,G,6.18,20,TMS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6611,Маленький Немо: Пилотный выпуск,1984,1,True,G,6.18,3,TMS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6612,Юный Китаро и дневник о ёкаях: Спецвыпуск,2017,1,True,PG-13,6.18,4,Pack,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6613,"Счастье, которое принёс кот",2017,5,True,G,6.18,,Laboratory,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6614,Сними меня,2013,13,True,PG-13,6.18,23,Madhouse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6615,,2015,1,True,G,6.12,15,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6616,Норн9: Норн + Нонет — Рекап,2016,1,True,PG-13,6.18,24,Citrus,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6617,Девичья сила,1989,1,True,R+,6.18,57,AIC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6618,Баллада Окона,1982,1,True,G,6.18,25,Universal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6619,О! Семья!,1986,26,True,G,6.18,23,Knack,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6620,Супер-Сиро,2019,48,True,PG,6.12,5,SARU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6621,Гайарт: Происхождение выживших,1992,3,True,PG-13,6.18,46,AIC,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
6622,Любимчик принцесс: Спецвыпуски,2009,6,True,R+,6.18,9,GoHands,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6623,Ниндзя Хаттори: Великое столкновение в деревне ниндзя,1983,1,True,G,6.18,52,Shin-Ei,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6624,Покемон: Пикачу и летняя история на мосту,2011,1,True,PG,6.18,21,OLM,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6625,Скан-Ту-Гоу,2010,52,True,G,6.18,25,SynergySP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6626,Когда они светят,2017,1,True,G,6.12,10,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6627,Команда Паппара,1998,25,True,PG-13,6.18,24,Bus,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6628,Детективное агентство «Дятел»,2020,12,True,R-17,6.12,24,LIDENFILMS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6629,Хрупкий мир: Опенинг,2013,1,True,G,6.18,3,Sunrise,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6630,Белая луна,2021,1,True,PG-13,6.12,8,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6631,Остров сокровищ,1987,1,True,PG,6.18,88,Shinsha,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6632,Вузер сводит концы с концами,2012,12,True,G,6.18,4,SANZIGEN,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6633,Тайна морского котика,1992,1,True,G,6.17,82,Nippon,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6634,Морская история: Марин спрашивает «Что это?»,2009,4,True,PG-13,6.17,2,Zexcs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6635,Тигровая маска: Битва бойцов в маске,1970,1,True,PG-13,6.17,53,Toei,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6636,Теннис 7: Спецвыпуски,2016,2,True,PG-13,6.17,2,Millepensee,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6637,Я люблю свою сестрёнку,2005,1,True,R+,6.17,49,Vega,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6638,Сила разума,1998,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6639,Район 108,1990,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6640,Заложники-покровители,2019,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6641,Лидер,2019,7,True,PG-13,6.11,24,Wawayu,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6642,Последняя фантазия: Всемогущий,2001,25,True,PG-13,6.17,24,Gonzo,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
6643,"Луна, упавшая в море",2013,1,True,G,6.17,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6644,Кэтмен 2,2002,8,True,PG-13,6.17,4,TV,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6645,Дух битвы: Герои,2011,50,True,PG,6.17,23,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6646,Жаркое лето: Спецвыпуски,2003,3,True,R+,6.17,9,Matrix,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6647,Любовь телефонного столба Элеми,2009,1,True,G,6.17,44,Theater,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6648,Дети Шаолиня,2006,26,True,PG,6.17,25,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6649,Мастера дуэлей 2,2004,52,True,PG-13,6.17,21,Hibari,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6650,Моё путешествие в иной мир,2022,40,True,PG-13,6.16,10,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6651,Мини-жрицы,2019,10,True,G,6.11,5,No.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6652,Лихая баскетбольная команда Кодзу,2002,2,True,PG-13,6.17,30,M.S.C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6653,Гу-Гу Ганмо,1984,50,True,G,6.17,25,Toei,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6654,Робот Геттер Го,1991,50,True,PG-13,6.17,24,Toei,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6655,Фантом убийства,2016,1,True,R-17,6.11,21,I.G,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6656,Фландрийский пёс: Спецвыпуски,2000,2,True,G,6.17,45,Nippon,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,Пламенная альпийская роза,1986,2,True,PG-13,6.17,76,Tatsunoko,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6658,,2008,101,True,G,6.17,25,Kikan,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6659,Норакуро-кун,1987,50,True,G,6.17,24,Pierrot,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6660,,2016,1,True,G,6.17,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6661,Театр Аю и Маю,2006,7,True,PG-13,6.16,5,Magic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6662,Мобильный воин Гандам-сан ONA,2014,15,True,PG-13,6.17,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6663,Застёгнутые дни 3,2017,3,True,G,6.11,3,Colorido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6664,Одинокий гурман,2017,10,True,G,6.17,4,I.G,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6665,Макен-Ки! Спецвыпуски,2011,6,True,R+,6.17,10,AIC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6666,Клинок Маню: Спецвыпуски,2011,8,True,R+,6.17,3,Hoods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
6667,Охота на кита,2001,1,True,G,6.16,16,Ghibli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6668,Девочка-волшебница Мадока★Волшебный фильм 3: История восстания — Спецвыпуски,2013,4,True,G,6.17,2,Shaft,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6669,Мини-Авангард: Спецвыпуск,2013,1,True,PG-13,6.17,3,DLE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,Кошачий рамэн,2006,13,True,PG,6.16,2,Corporation,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,Кошачья богиня из Яоёродзу: Спецвыпуски,2011,7,True,PG-13,6.16,2,AIC,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6672,"Кобаяси настолько милые, что аж больно!",2013,2,True,PG-13,6.16,16,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6673,Гурман: Японо-американская рисовая война,1993,1,True,PG-13,6.16,90,Shin-Ei,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6674,Вечный бессмертный небосвод 4,2020,12,True,PG-13,6.11,16,Animation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6675,Я не ангел!,1994,1,True,PG,6.16,30,TAC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6676,Маленький Немо: Пилотный выпуск,1980,1,True,G,6.11,8,Shinsha,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,Стич! 2,2009,29,True,G,6.16,25,Madhouse,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6678,"Старик, перевоплотившийся в кота",2024,10 / ?,False,G,6.16,1,Color,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6679,Юный лорд — мастер побега: Рекап — История 1333-1334 годов,2024,1,True,R-17,6.16,23,CloverWorks,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6680,Приключения Марко Поло,1979,43,True,G,6.16,20,Madhouse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6681,Ультрамалыши,1991,26,True,PG,6.16,24,Tsuburaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6682,Космический Лис — Начало: Битва начинается,2016,1,True,G,6.16,14,Wit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6683,Смута: Принцесса снега и крови,2021,12,True,R-17,6.1,22,Record,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6684,Арион,1986,1,True,R+,6.16,119,Sunrise,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
6685,Деньки Урасимасакатасэн: Школьная пора,2019,12,True,PG-13,6.1,4,Kyoto,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6686,Настоящие слёзы: История Райгомару и Джибэты,2010,1,True,PG-13,6.16,8,Works,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,Тамаюра: Ещё решительнее — Спецвыпуск,2013,1,True,G,6.16,18,Animations,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,Посланник с моря,2010,1,True,PG-13,6.16,8,Katsudou-manga-kan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6689,Великий Суперподающий,1984,47,True,G,6.16,22,Tsuchida,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6690,Дневник Анны Франк: История Анны,1979,1,True,G,6.16,82,Nippon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,Тигровая маска. Фильм,1970,1,True,PG-13,6.16,47,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6692,Лучшая подача. Фильм,1970,1,True,PG-13,6.16,65,Shinsha,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6693,Сцена для моих героев: Тепло воспоминаний,2023,1,True,PG-13,6.1,59,M.S.C,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6694,Фестиваль фильмов Дэнгэки Бунко 2007: Открытие,2007,1,True,G,6.16,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6695,"Вперёд, дружище!",2016,3,True,PG,6.16,1,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6696,Мастера дуэлей: Крест 2,2010,50,True,PG-13,6.16,10,Digital,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6697,Звёзды ансамбля! Рекап,2019,1,True,PG-13,6.16,23,David,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,Посещение родного города: Японские народные сказки,2017,50,True,G,6.16,22,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6699,Иви и красочные друзья,2017,1,True,G,6.16,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,Поллианна: Спецвыпуски,2001,2,True,G,6.15,45,Nippon,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,Красногрудый Судзуносукэ,1972,52,True,PG-13,6.15,24,Shinsha,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,Няруко! Помни мою любовь — Спецвыпуск,2011,1,True,PG-13,6.16,5,DLE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6703,Мы будем продолжать идти,2017,1,True,G,6.1,3,Trash,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,Иккю и озорная принцесса,1978,1,True,G,6.16,14,Toei,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6705,История Жана Вальжана,1979,1,True,G,6.16,69,Toei,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6706,Высокоскоростная этуаль,2024,12,True,PG-13,6.16,24,A-CAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,Исповедь мальчиков-солдат: В тот день мы на поле боя...,2015,1,True,R-17,6.15,22,Squared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,Моменты в истории,1961,312,True,G,6.16,3,Otogi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6709,Маленькие спасатели: Семь душ Рюдзиммару,2020,9,True,G,6.1,17,Sunrise,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6710,Мини-Авангард 2,2015,26,True,PG-13,6.09,3,DLE,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,Какюсэй: Эльфийская версия,1997,4,True,R+,6.15,27,Project,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,Работа Мико!,2018,10,True,PG-13,6.1,2,Hololive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,Девичья сила: Глава о Земле,1989,3,True,R+,6.15,50,AIC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6714,Докабэн,1976,163,True,PG-13,6.15,24,Nippon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6715,Фантастическая кукла,2013,12,True,PG-13,6.15,23,Hoods,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6716,Класс для героев: Спецвыпуски,2024,3,True,PG-13,6.15,13,Actas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
6717,Коллекция драконов,2014,51,True,PG-13,6.15,11,OLM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6718,Дораэмон: Дневник будущего Нобиты,1994,1,True,PG,6.15,16,Shin-Ei,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
6719,Команда учёных-ниндзя Гатчамен. Фильм,1978,1,True,PG-13,6.15,111,Tatsunoko,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6720,"Беги, Белый Волк!",1990,1,True,PG-13,6.15,84,TAC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6721,Галактический экспресс 999: Радужный столб,2001,1,True,G,6.15,17,Toei,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6722,Война рейнджеров,2021,20,True,PG-13,6.1,18,Xuan,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
